task_id,task_description,category,priority,status,created_date,due_date,estimated_hours,story_points,assignee_id,assignee_experience_years,assignee_open_tasks,days_to_deadline
TASK-17928,Fix broken layout of the login page on small screens,Bug Fix,Medium,Completed,2026-04-11,2026-04-21,3.5,1.0,USER-12,14.6,4,10
TASK-14828,Resolve the 500 error thrown by the notification service under heavy load,Bug Fix,High,Open,2026-02-23,2026-02-25,3.3,1.0,USER-20,4.7,12,2
TASK-12847,Resolve the 500 error thrown by the analytics pipeline under heavy load,Bug Fix,Critical,Completed,2026-03-22,2026-03-26,8.3,2.0,USER-05,2.8,3,4
TASK-17685,Perform load testing on the analytics pipeline before release,Testing,Low,Open,2026-05-23,2026-06-01,5.6,1.0,USER-09,9.2,9,9
TASK-15263,Create onboarding notes explaining how the order tracking page works,Documentation,Low,In Progress,2026-04-18,2026-04-26,3.9,1.0,USER-02,14.3,19,8
TASK-16438,Create an auto-save draft feature for the inventory module,Feature,Low,Blocked,2026-04-09,2026-05-10,8.7,1.0,USER-03,11.1,12,31
TASK-10696,Add integration tests for the analytics pipeline endpoints,Testing,Low,Open,2026-05-04,2026-05-22,3.5,2.0,USER-16,3.2,2,18
TASK-15368,Create end-to-end test scenarios for the billing system,Testing,Medium,In Progress,2026-04-09,2026-04-18,5.0,13.0,USER-18,8.1,15,9
TASK-10263,Add role-based access control to the notification service,Feature,High,Open,2026-03-23,2026-04-26,25.0,1.0,USER-17,4.9,20,34
TASK-12181,Fix the timeout issue in the inventory module when the network is slow,Testing,Medium,Open,2026-03-06,2026-03-12,6.9,2.0,USER-22,2.5,15,6
TASK-11010,Add code comments and docstrings to the analytics pipeline module,Documentation,Low,Completed,2026-04-18,2026-05-07,2.1,1.0,USER-09,9.2,9,19
TASK-15911,Update the API reference after the recent changes to the database layer,Deployment,High,Open,2026-06-25,2026-07-04,5.6,1.0,USER-24,5.8,14,9
TASK-11793,Resolve the 500 error thrown by the authentication service under heavy load,Bug Fix,High,Open,2026-03-19,2026-03-23,3.7,1.0,USER-16,3.2,2,4
TASK-15599,Set up automated regression tests for the payment gateway,Testing,Medium,Open,2026-05-29,2026-06-25,5.3,13.0,USER-24,5.8,14,27
TASK-14328,Configure CI/CD pipeline for the checkout flow,Deployment,Critical,Completed,2026-04-22,2026-04-23,2.6,1.0,USER-24,5.8,14,1
TASK-10315,Investigate the slow response of the notification service,Research,Medium,Open,2026-06-26,2026-07-01,10.2,3.0,USER-24,5.8,14,5
TASK-10065,Add role-based access control to the mobile app,Feature,Medium,In Progress,2026-01-21,2026-01-30,15.1,3.0,USER-24,5.8,14,9
TASK-12748,Verify the profile settings works after the latest update,Bug Fix,Medium,Open,2026-06-08,2026-06-12,2.2,1.0,USER-14,3.6,18,4
TASK-14997,Create an auto-save draft feature for the file upload service,Feature,Medium,Completed,2026-03-11,2026-05-09,16.8,1.0,USER-09,9.2,9,59
TASK-10789,Improve performance of the landing page,Maintenance,Low,Open,2026-03-28,2026-04-16,5.7,5.0,USER-24,5.8,14,19
TASK-17456,Containerize the admin panel and update the deployment scripts,Deployment,Medium,Open,2026-04-18,2026-04-23,5.3,13.0,USER-09,9.2,9,5
TASK-17616,Benchmark current performance of the payment gateway and report findings,Research,Low,Open,2026-05-28,2026-06-17,4.0,13.0,USER-11,5.9,18,20
TASK-12245,Implement pagination and lazy loading for the notification service,Feature,Medium,Completed,2026-02-16,2026-03-24,12.2,3.0,USER-24,5.8,14,36
TASK-10682,Fix the crash in the user dashboard when the user submits an empty form,Bug Fix,Critical,Completed,2026-03-05,2026-03-06,1.9,1.0,USER-13,12.6,14,1
TASK-12470,Prepare the profile settings for the next release,Deployment,Medium,Open,2026-07-01,2026-07-06,2.5,3.0,USER-04,9.2,20,5
TASK-10858,Prepare a troubleshooting FAQ for the landing page,Deployment,Medium,Open,2026-06-19,2026-06-28,1.4,1.0,USER-25,7.1,17,9
TASK-14385,Perform load testing on the payment gateway before release,Testing,Medium,Blocked,2026-04-29,2026-05-09,5.0,1.0,USER-09,9.2,9,10
TASK-12471,Investigate the slow response of the landing page,Maintenance,Medium,Open,2026-02-07,2026-02-22,10.1,2.0,USER-23,4.7,3,15
TASK-10965,Fix the timeout issue in the profile settings when the network is slow,Bug Fix,Medium,Completed,2026-04-16,2026-04-21,2.1,1.0,USER-19,6.8,7,5
TASK-11817,Refactor the search API to reduce technical debt,Maintenance,Low,Blocked,2026-01-07,2026-02-01,3.6,1.0,USER-03,11.1,12,25
TASK-11721,Build a filtering and sorting option for the profile settings,Feature,Medium,In Progress,2026-02-15,2026-03-09,21.6,13.0,USER-01,5.9,15,22
TASK-14205,Create an auto-save draft feature for the landing page,Feature,Low,Completed,2026-06-21,2026-07-09,8.2,2.0,USER-12,14.6,4,18
TASK-12112,Create onboarding notes explaining how the profile settings works,Documentation,Low,Completed,2026-02-13,2026-02-27,3.7,1.0,USER-16,3.2,2,14
TASK-16808,Add multi-language support to the database layer,Feature,Low,Blocked,2026-05-03,2026-05-30,7.8,2.0,USER-25,7.1,17,27
TASK-11313,Add multi-language support to the chat widget,Feature,Medium,Blocked,2026-02-02,2026-02-11,5.9,1.0,USER-02,14.3,19,9
TASK-10222,Analyze current behavior of the email scheduler,Testing,Medium,Open,2026-02-23,2026-03-10,5.0,8.0,USER-23,4.7,3,15
TASK-17105,[HIGH IMPACT] Fix incorrect totals displayed in the analytics pipeline after a refund,Bug Fix,Critical,Completed,2026-01-29,2026-01-30,6.4,2.0,USER-13,12.6,14,1
TASK-13145,Review and improve test coverage of the order tracking page,Testing,Medium,Completed,2026-03-24,2026-04-11,4.9,8.0,USER-20,4.7,12,18
TASK-10736,Check why the database layer is not working as expected,Bug Fix,Critical,Open,2026-05-22,2026-05-24,4.4,1.0,USER-03,11.1,12,2
TASK-13995,Fix the timeout issue in the profile settings when the network is slow,Bug Fix,Critical,Open,2026-01-17,2026-01-23,5.9,13.0,USER-05,2.8,3,6
TASK-14640,Document the deployment steps for the authentication service,Documentation,Medium,Open,2026-05-12,2026-05-16,4.9,1.0,USER-09,9.2,9,4
TASK-14119,Fix incorrect totals displayed in the email scheduler after a refund,Bug Fix,Critical,In Progress,2026-06-27,2026-06-28,3.3,5.0,USER-20,4.7,12,1
TASK-13944,Optimize slow database queries behind the checkout flow,Maintenance,Low,Completed,2026-04-29,2026-05-16,3.4,2.0,USER-13,12.6,14,17
TASK-16907,Write unit tests covering edge cases of the file upload service,Testing,Critical,Open,2026-05-21,2026-05-23,1.9,2.0,USER-05,2.8,3,2
TASK-14439,Add role-based access control to the login page,Feature,Low,In Progress,2026-05-06,2026-06-01,10.9,2.0,USER-11,0.8,18,26
TASK-12882,Correct the wrong currency formatting shown on the analytics pipeline,Bug Fix,Medium,Blocked,2026-02-10,2026-02-20,3.8,5.0,USER-22,2.5,15,10
TASK-16202,Resolve the 500 error thrown by the payment gateway under heavy load,Bug Fix,Medium,Completed,2026-02-18,2026-02-21,1.2,13.0,USER-13,12.6,14,3
TASK-17038,Fix incorrect totals displayed in the report module after a refund,Bug Fix,High,Open,2026-02-26,2026-03-03,4.4,8.0,USER-17,4.9,20,5
TASK-10023,Set up monitoring for the file upload service,Deployment,Medium,Open,2026-05-01,2026-05-09,4.6,1.0,USER-03,11.1,12,8
TASK-17504,Update the notification service after the recent review comments,Feature,Medium,Open,2026-06-08,2026-07-08,20.6,2.0,USER-06,2.8,5,30
TASK-14420,Implement dark mode support for the order tracking page,Feature,Low,In Progress,2026-04-22,2026-05-21,6.7,2.0,USER-17,4.9,20,29
TASK-13002,Investigate the slow response of the notification service,Research,Medium,In Progress,2026-03-26,2026-04-05,11.4,5.0,USER-17,4.9,20,10
TASK-15634,Add multi-language support to the user dashboard,Feature,High,Open,2026-05-22,2026-05-27,16.1,3.0,USER-14,3.6,18,5
TASK-15426,Check why the user dashboard is not working as expected,Bug Fix,Critical,Completed,2026-03-09,2026-03-11,6.6,2.0,USER-11,0.8,18,2
TASK-14354,Clean up and reorganize the billing system,Maintenance,Medium,Blocked,2026-04-10,2026-04-23,7.8,2.0,USER-04,9.2,20,13
TASK-12842,Fix broken layout of the report module on small screens,Bug Fix,High,Completed,2026-04-19,2026-04-29,4.4,8.0,USER-01,5.9,15,10
TASK-14041,Verify the report module works after the latest update,Bug Fix,Medium,Blocked,2026-03-23,2026-03-27,2.2,1.0,USER-22,2.5,15,4
TASK-12859,Create onboarding notes explaining how the checkout flow works,Documentation,Low,Open,2026-02-10,2026-02-21,1.9,1.0,USER-13,12.6,14,11
TASK-16904,ASAP - Update dependencies and re-test the email scheduler,Deployment,Critical,Completed,2026-06-24,2026-06-28,3.3,1.0,USER-04,9.2,20,4
TASK-15118,URGENT: Compare hosting options for scaling the report module,Research,High,Open,2026-03-19,2026-03-27,9.7,13.0,USER-22,2.5,15,8
TASK-15572,Rotate credentials and update secrets for the order tracking page,Maintenance,Low,Blocked,2026-02-12,2026-03-16,9.4,2.0,USER-16,3.2,2,32
TASK-11084,URGENT: Patch the memory leak in the checkout flow background worker,Bug Fix,High,In Progress,2026-03-02,2026-03-08,5.9,8.0,USER-18,8.1,15,6
TASK-14233,Refactor the file upload service to reduce technical debt,Testing,Low,Blocked,2026-02-15,2026-03-29,5.6,5.0,USER-23,4.7,3,42
TASK-15013,Perform load testing on the landing page before release,Testing,Low,In Progress,2026-06-30,2026-07-08,7.3,2.0,USER-16,3.2,2,8
TASK-16574,Patch the memory leak in the report module background worker,Bug Fix,Medium,Completed,2026-03-06,2026-03-13,1.9,5.0,USER-03,11.1,12,7
TASK-13918,Correct the wrong currency formatting shown on the checkout flow,Maintenance,Critical,Blocked,2026-04-28,2026-04-30,5.4,1.0,USER-09,9.2,9,2
TASK-13658,Implement pagination and lazy loading for the notification service,Feature,Low,Completed,2026-03-29,2026-04-16,8.4,2.0,USER-01,5.9,15,18
TASK-16479,Fix incorrect totals displayed in the checkout flow after a refund,Bug Fix,Critical,Completed,2026-04-20,2026-04-22,4.0,1.0,USER-02,14.3,19,2
TASK-13207,ASAP - Deploy the latest release of the notification service to production,Deployment,High,In Progress,2026-05-25,2026-05-27,1.5,8.0,USER-05,2.8,3,2
TASK-14731,Add integration tests for the chat widget endpoints,Documentation,Medium,Completed,2026-02-02,2026-02-12,10.1,2.0,USER-17,4.9,20,10
TASK-16660,Containerize the database layer and update the deployment scripts,Deployment,Medium,Open,2026-06-20,2026-06-29,10.6,8.0,USER-25,7.1,17,9
TASK-13132,Fix the crash in the database layer when the user submits an empty form,Bug Fix,Critical,Open,2026-04-23,2026-04-24,3.8,1.0,USER-15,3.1,9,1
TASK-13172,Set up automated regression tests for the user dashboard,Testing,Medium,In Progress,2026-02-28,2026-03-15,6.1,2.0,USER-18,8.1,15,15
TASK-14050,Look into user reports about the file upload service,Research,Medium,In Progress,2026-03-21,2026-04-19,9.7,1.0,USER-22,2.5,15,29
TASK-15081,URGENT: Migrate the authentication service to the new cloud infrastructure,Deployment,High,Open,2026-02-28,2026-03-05,7.0,2.0,USER-20,4.7,12,5
TASK-16701,Set up automated regression tests for the admin panel,Testing,Medium,Open,2026-06-13,2026-06-20,6.8,8.0,USER-13,12.6,14,7
TASK-14112,Set up monitoring for the email scheduler,Deployment,High,Open,2026-01-21,2026-01-26,10.6,13.0,USER-14,3.6,18,5
TASK-11783,Write unit tests covering edge cases of the admin panel,Testing,High,Completed,2026-03-20,2026-03-31,9.2,2.0,USER-04,9.2,20,11
TASK-15902,Fix the crash in the inventory module when the user submits an empty form,Bug Fix,High,Blocked,2026-04-19,2026-04-24,4.2,2.0,USER-24,5.8,14,5
TASK-15918,Review recent changes made to the notification service,Documentation,Low,Open,2026-04-19,2026-04-27,3.9,1.0,USER-11,0.8,18,8
TASK-15317,Fix the crash in the authentication service when the user submits an empty form,Bug Fix,Critical,Completed,2026-04-15,2026-04-18,4.1,1.0,USER-16,3.2,2,3
TASK-13443,Write unit tests covering edge cases of the file upload service,Testing,Critical,Blocked,2026-04-25,2026-04-26,3.9,1.0,USER-01,5.9,15,1
TASK-17236,Investigate and fix duplicate records created by the notification service,Bug Fix,Critical,In Progress,2026-01-12,2026-01-14,2.0,1.0,USER-08,13.1,7,2
TASK-15259,Clean up dead code and unused assets in the user dashboard,Maintenance,Medium,Open,2026-04-03,2026-04-06,2.9,1.0,USER-04,9.2,20,3
TASK-11561,Set up automated regression tests for the search API,Testing,Critical,Completed,2026-03-31,2026-04-02,15.7,3.0,USER-18,8.1,15,2
TASK-16855,Update dependencies and re-test the login page,Deployment,Medium,Open,2026-03-04,2026-03-11,3.5,2.0,USER-23,4.7,3,7
TASK-16369,Benchmark current performance of the login page and report findings,Research,Low,Completed,2026-04-28,2026-05-26,9.6,2.0,USER-03,11.1,12,28
TASK-15686,Review and improve test coverage of the report module,Testing,Low,In Progress,2026-01-30,2026-02-09,5.6,1.0,USER-04,9.2,20,10
TASK-11055,Correct the wrong currency formatting shown on the report module,Bug Fix,Medium,Completed,2026-01-20,2026-01-27,5.6,1.0,USER-11,0.8,18,7
TASK-13260,Fix incorrect totals displayed in the notification service after a refund,Bug Fix,Critical,Open,2026-04-12,2026-04-14,3.7,1.0,USER-24,5.8,14,2
TASK-17568,Prepare a troubleshooting FAQ for the user dashboard,Documentation,Low,Open,2026-02-11,2026-03-15,3.9,1.0,USER-13,12.6,14,32
TASK-10932,Verify the notification service works after the latest update,Bug Fix,High,Open,2026-05-24,2026-05-30,4.8,1.0,USER-20,4.7,12,6
TASK-10132,Check why the search API is not working as expected,Bug Fix,Critical,Open,2026-01-25,2026-01-29,6.0,5.0,USER-21,9.4,8,4
TASK-12375,Fix broken layout of the profile settings on small screens,Bug Fix,Medium,Completed,2026-02-08,2026-02-16,2.8,8.0,USER-05,2.8,3,8
TASK-13973,Create an auto-save draft feature for the user dashboard,Feature,Medium,Completed,2026-01-08,2026-01-16,9.7,2.0,USER-19,6.8,7,8
TASK-10465,Review and improve test coverage of the profile settings,Testing,Low,Completed,2026-05-30,2026-06-30,4.6,1.0,USER-06,2.8,5,31
TASK-10763,Roll back the faulty release of the email scheduler and verify stability,Deployment,High,In Progress,2026-04-08,2026-04-13,8.1,2.0,USER-08,13.1,7,5
TASK-15210,Analyze user feedback collected from the landing page,Research,Medium,Blocked,2026-04-29,2026-05-05,6.6,2.0,USER-14,3.6,18,6
TASK-14489,Fix the crash in the mobile app when the user submits an empty form,Bug Fix,Critical,Open,2026-03-22,2026-03-24,3.2,13.0,USER-13,12.6,14,2
TASK-11533,Verify the authentication service works after the latest update,Deployment,Medium,Open,2026-03-17,2026-03-25,4.4,13.0,USER-16,3.2,2,8
TASK-11747,Fix incorrect totals displayed in the database layer after a refund,Bug Fix,High,In Progress,2026-06-29,2026-07-03,5.4,2.0,USER-19,6.8,7,4
TASK-16060,Add code comments and docstrings to the admin panel module,Documentation,Low,Open,2026-06-28,2026-07-07,3.1,1.0,USER-01,5.9,15,9
TASK-11562,Create an auto-save draft feature for the mobile app,Feature,Medium,In Progress,2026-05-08,2026-05-31,7.3,2.0,USER-19,6.8,7,23
TASK-16165,Write the user guide for the login page,Documentation,Medium,In Progress,2026-02-22,2026-03-04,5.8,13.0,USER-04,9.2,20,10
TASK-15842,Compare hosting options for scaling the login page,Research,Medium,Completed,2026-01-13,2026-02-25,6.5,2.0,USER-03,11.1,12,43
TASK-17135,Perform load testing on the login page before release,Testing,Medium,Open,2026-01-11,2026-01-20,5.3,1.0,USER-14,3.6,18,9
TASK-14239,Resolve the 500 error thrown by the login page under heavy load,Research,Critical,In Progress,2026-01-25,2026-01-26,4.8,1.0,USER-01,5.9,15,1
TASK-11429,Implement dark mode support for the login page,Feature,Medium,Completed,2026-02-09,2026-02-18,9.1,1.0,USER-24,5.8,14,9
TASK-10647,Fix broken layout of the chat widget on small screens,Bug Fix,Critical,In Progress,2026-03-19,2026-03-21,4.0,1.0,USER-10,10.8,7,2
TASK-10319,Update the API reference after the recent changes to the analytics pipeline,Documentation,Low,Open,2026-04-30,2026-05-12,9.2,3.0,USER-06,2.8,5,12
TASK-16453,Add code comments and docstrings to the email scheduler module,Documentation,Low,In Progress,2026-06-11,2026-06-22,3.4,1.0,USER-23,4.7,3,11
TASK-16467,Rotate credentials and update secrets for the search API,Maintenance,Critical,Open,2026-06-02,2026-06-03,3.5,3.0,USER-04,9.2,20,1
TASK-10487,Add integration tests for the user dashboard endpoints,Deployment,Medium,Completed,2026-05-18,2026-05-24,3.1,1.0,USER-25,7.1,17,6
TASK-10318,Fix the timeout issue in the analytics pipeline when the network is slow,Bug Fix,Medium,Completed,2026-05-27,2026-06-05,1.9,8.0,USER-25,7.1,17,9
TASK-11643,Review and improve test coverage of the order tracking page,Testing,Medium,Open,2026-04-06,2026-04-15,5.7,5.0,USER-06,2.8,5,9
TASK-11046,Review recent changes made to the analytics pipeline,Documentation,High,In Progress,2026-01-18,2026-01-23,4.1,1.0,USER-04,9.2,20,5
TASK-17168,Review and improve test coverage of the analytics pipeline,Testing,Medium,Open,2026-03-09,2026-03-24,5.9,8.0,USER-17,4.9,20,15
TASK-17806,Update configuration for the report module,Maintenance,Medium,In Progress,2026-05-14,2026-05-23,2.8,5.0,USER-18,8.1,15,9
TASK-17840,Review recent changes made to the checkout flow,Maintenance,Low,Open,2026-04-26,2026-05-04,5.7,5.0,USER-22,2.5,15,8
TASK-10037,Write the user guide for the user dashboard,Documentation,Medium,Open,2026-06-22,2026-07-10,2.0,3.0,USER-18,5.9,15,18
TASK-14250,Set up automated regression tests for the email scheduler,Testing,Medium,In Progress,2026-05-15,2026-05-21,5.1,1.0,USER-06,2.8,5,6
TASK-17674,Set up automated regression tests for the report module,Testing,Low,Open,2026-04-23,2026-05-05,5.8,8.0,USER-17,4.9,20,12
TASK-11670,Update configuration for the authentication service,Maintenance,Medium,Open,2026-05-16,2026-06-05,4.3,3.0,USER-12,14.6,4,20
TASK-12478,Fix the crash in the notification service when the user submits an empty form,Bug Fix,Critical,Open,2026-05-06,2026-05-09,7.0,2.0,USER-15,3.1,9,3
TASK-14700,Review and improve test coverage of the landing page,Testing,High,In Progress,2026-05-21,2026-05-23,2.7,2.0,USER-23,4.7,3,2
TASK-11487,Check why the search API is not working as expected,Testing,Low,Completed,2026-01-27,2026-02-08,7.3,2.0,USER-05,2.8,3,12
TASK-12669,Document the deployment steps for the landing page,Documentation,Low,Open,2026-03-16,2026-04-04,3.1,5.0,USER-04,9.2,20,19
